country,iso_code,date,daily_vaccinations,cumulative_vaccinations,vaccines,day,iso_code,location,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,vaccinated_population_percent
Albania,ALB,2021-01-11,64,64,Pfizer/BioNTech,1,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0000
Albania,ALB,2021-01-12,64,128,Pfizer/BioNTech,2,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0000
Albania,ALB,2021-01-13,60,188,Pfizer/BioNTech,3,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0001
Albania,ALB,2021-01-14,78,266,Pfizer/BioNTech,4,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0001
Albania,ALB,2021-01-15,42,308,Pfizer/BioNTech,5,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0001
Albania,ALB,2021-01-16,61,369,Pfizer/BioNTech,6,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0001
Albania,ALB,2021-01-17,36,405,Pfizer/BioNTech,7,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0001
Albania,ALB,2021-01-18,42,447,Pfizer/BioNTech,8,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-19,36,483,Pfizer/BioNTech,9,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-20,36,519,Pfizer/BioNTech,10,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-21,30,549,Pfizer/BioNTech,11,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-22,34,583,Pfizer/BioNTech,12,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-23,26,609,Pfizer/BioNTech,13,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-24,21,630,Pfizer/BioNTech,14,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-25,15,645,Pfizer/BioNTech,15,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-26,9,654,Pfizer/BioNTech,16,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-27,4,658,Pfizer/BioNTech,17,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-28,NULL,658,Pfizer/BioNTech,18,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-29,NULL,658,Pfizer/BioNTech,19,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-30,NULL,658,Pfizer/BioNTech,20,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-01-31,NULL,658,Pfizer/BioNTech,21,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-02-01,NULL,658,Pfizer/BioNTech,22,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0002
Albania,ALB,2021-02-02,550,1208,Pfizer/BioNTech,23,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0004
Albania,ALB,2021-02-03,12,1220,Pfizer/BioNTech,24,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0004
Albania,ALB,2021-02-04,24,1244,Pfizer/BioNTech,25,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0004
Albania,ALB,2021-02-05,35,1279,Pfizer/BioNTech,26,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0004
Albania,ALB,2021-02-06,47,1326,Pfizer/BioNTech,27,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0005
Albania,ALB,2021-02-07,59,1385,Pfizer/BioNTech,28,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0005
Albania,ALB,2021-02-08,71,1456,Pfizer/BioNTech,29,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0005
Albania,ALB,2021-02-09,82,1538,Pfizer/BioNTech,30,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0005
Albania,ALB,2021-02-10,81,1619,Pfizer/BioNTech,31,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0006
Albania,ALB,2021-02-11,79,1698,Pfizer/BioNTech,32,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0006
Albania,ALB,2021-02-12,78,1776,Pfizer/BioNTech,33,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0006
Albania,ALB,2021-02-13,76,1852,Pfizer/BioNTech,34,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0006
Albania,ALB,2021-02-14,75,1927,Pfizer/BioNTech,35,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0007
Albania,ALB,2021-02-15,73,2000,Pfizer/BioNTech,36,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0007
Albania,ALB,2021-02-16,72,2072,Pfizer/BioNTech,37,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0007
Albania,ALB,2021-02-17,72,2144,Pfizer/BioNTech,38,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0007
Albania,ALB,2021-02-18,1348,3492,Pfizer/BioNTech,39,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0012
Albania,ALB,2021-02-19,1128,4620,Pfizer/BioNTech,40,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0016
Albania,ALB,2021-02-20,516,5136,Pfizer/BioNTech,41,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0018
Albania,ALB,2021-02-21,627,5763,Pfizer/BioNTech,42,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0020
Albania,ALB,2021-02-22,739,6502,Pfizer/BioNTech,43,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0023
Albania,ALB,2021-02-23,891,7393,Pfizer/BioNTech,44,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0026
Albania,ALB,2021-02-24,1043,8436,Pfizer/BioNTech,45,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0029
Albania,ALB,2021-02-25,1012,9448,Pfizer/BioNTech,46,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0033
Albania,ALB,2021-02-26,1000,10448,Pfizer/BioNTech,47,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0036
Albania,ALB,2021-02-27,1027,11475,Pfizer/BioNTech,48,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0040
Albania,ALB,2021-02-28,1054,12529,Pfizer/BioNTech,49,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0044
Albania,ALB,2021-03-01,1081,13610,Pfizer/BioNTech,50,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0047
Albania,ALB,2021-03-02,1026,14636,Pfizer/BioNTech,51,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0051
Albania,ALB,2021-03-03,971,15607,Pfizer/BioNTech,52,ALB,Albania,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,0.0054
Algeria,DZA,2021-01-30,30,30,"Sputnik V",1,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0000
Algeria,DZA,2021-01-31,1889,1919,"Sputnik V",2,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0000
Algeria,DZA,2021-02-01,2509,4428,"Sputnik V",3,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0001
Algeria,DZA,2021-02-02,2819,7247,"Sputnik V",4,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0002
Algeria,DZA,2021-02-03,3005,10252,"Sputnik V",5,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0002
Algeria,DZA,2021-02-04,3129,13381,"Sputnik V",6,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0003
Algeria,DZA,2021-02-05,3217,16598,"Sputnik V",7,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0004
Algeria,DZA,2021-02-06,3748,20346,"Sputnik V",8,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0005
Algeria,DZA,2021-02-07,3748,24094,"Sputnik V",9,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0005
Algeria,DZA,2021-02-08,3748,27842,"Sputnik V",10,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0006
Algeria,DZA,2021-02-09,3748,31590,"Sputnik V",11,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0007
Algeria,DZA,2021-02-10,3748,35338,"Sputnik V",12,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0008
Algeria,DZA,2021-02-11,3748,39086,"Sputnik V",13,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0009
Algeria,DZA,2021-02-12,3748,42834,"Sputnik V",14,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0010
Algeria,DZA,2021-02-13,3748,46582,"Sputnik V",15,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0011
Algeria,DZA,2021-02-14,3748,50330,"Sputnik V",16,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0011
Algeria,DZA,2021-02-15,3748,54078,"Sputnik V",17,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0012
Algeria,DZA,2021-02-16,3748,57826,"Sputnik V",18,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0013
Algeria,DZA,2021-02-17,3748,61574,"Sputnik V",19,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0014
Algeria,DZA,2021-02-18,3748,65322,"Sputnik V",20,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0015
Algeria,DZA,2021-02-19,3748,69070,"Sputnik V",21,DZA,Algeria,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0.0016
Andorra,AND,2021-01-25,576,576,Pfizer/BioNTech,1,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0075
Andorra,AND,2021-01-26,66,642,Pfizer/BioNTech,2,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0083
Andorra,AND,2021-01-27,66,708,Pfizer/BioNTech,3,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0092
Andorra,AND,2021-01-28,66,774,Pfizer/BioNTech,4,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0100
Andorra,AND,2021-01-29,66,840,Pfizer/BioNTech,5,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0109
Andorra,AND,2021-01-30,66,906,Pfizer/BioNTech,6,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0117
Andorra,AND,2021-01-31,66,972,Pfizer/BioNTech,7,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0126
Andorra,AND,2021-02-01,66,1038,Pfizer/BioNTech,8,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0134
Andorra,AND,2021-02-02,60,1098,Pfizer/BioNTech,9,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0142
Andorra,AND,2021-02-03,55,1153,Pfizer/BioNTech,10,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0149
Andorra,AND,2021-02-04,50,1203,Pfizer/BioNTech,11,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0156
Andorra,AND,2021-02-05,44,1247,Pfizer/BioNTech,12,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0161
Andorra,AND,2021-02-06,39,1286,Pfizer/BioNTech,13,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0166
Andorra,AND,2021-02-07,34,1320,Pfizer/BioNTech,14,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0171
Andorra,AND,2021-02-08,28,1348,Pfizer/BioNTech,15,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0174
Andorra,AND,2021-02-09,28,1376,Pfizer/BioNTech,16,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0178
Andorra,AND,2021-02-10,28,1404,Pfizer/BioNTech,17,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0182
Andorra,AND,2021-02-11,48,1452,Pfizer/BioNTech,18,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0188
Andorra,AND,2021-02-12,68,1520,Pfizer/BioNTech,19,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0197
Andorra,AND,2021-02-13,74,1594,Pfizer/BioNTech,20,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0206
Andorra,AND,2021-02-14,81,1675,Pfizer/BioNTech,21,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0217
Andorra,AND,2021-02-15,87,1762,Pfizer/BioNTech,22,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0228
Andorra,AND,2021-02-16,94,1856,Pfizer/BioNTech,23,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0240
Andorra,AND,2021-02-17,100,1956,Pfizer/BioNTech,24,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0253
Andorra,AND,2021-02-18,87,2043,Pfizer/BioNTech,25,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0264
Andorra,AND,2021-02-19,74,2117,Pfizer/BioNTech,26,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0274
Andorra,AND,2021-02-20,71,2188,Pfizer/BioNTech,27,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0283
Andorra,AND,2021-02-21,67,2255,Pfizer/BioNTech,28,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0292
Andorra,AND,2021-02-22,64,2319,Pfizer/BioNTech,29,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0300
Andorra,AND,2021-02-23,60,2379,Pfizer/BioNTech,30,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0308
Andorra,AND,2021-02-24,57,2436,Pfizer/BioNTech,31,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0315
Andorra,AND,2021-02-25,56,2492,Pfizer/BioNTech,32,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0323
Andorra,AND,2021-02-26,55,2547,Pfizer/BioNTech,33,AND,Andorra,77265,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,0.0330
Anguilla,AIA,2021-02-05,149,149,Oxford/AstraZeneca,1,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.0099
Anguilla,AIA,2021-02-06,149,298,Oxford/AstraZeneca,2,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.0199
Anguilla,AIA,2021-02-07,149,447,Oxford/AstraZeneca,3,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.0298
Anguilla,AIA,2021-02-08,149,596,Oxford/AstraZeneca,4,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.0397
Anguilla,AIA,2021-02-09,149,745,Oxford/AstraZeneca,5,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.0497
Anguilla,AIA,2021-02-10,149,894,Oxford/AstraZeneca,6,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.0596
Anguilla,AIA,2021-02-11,149,1043,Oxford/AstraZeneca,7,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.0695
Anguilla,AIA,2021-02-12,149,1192,Oxford/AstraZeneca,8,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.0795
Anguilla,AIA,2021-02-13,149,1341,Oxford/AstraZeneca,9,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.0894
Anguilla,AIA,2021-02-14,1421,2762,Oxford/AstraZeneca,10,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.1841
Anguilla,AIA,2021-02-15,323,3085,Oxford/AstraZeneca,11,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.2056
Anguilla,AIA,2021-02-16,316,3401,Oxford/AstraZeneca,12,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.2267
Anguilla,AIA,2021-02-17,309,3710,Oxford/AstraZeneca,13,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.2473
Anguilla,AIA,2021-02-18,301,4011,Oxford/AstraZeneca,14,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.2674
Anguilla,AIA,2021-02-19,294,4305,Oxford/AstraZeneca,15,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.2870
Anguilla,AIA,2021-02-20,286,4591,Oxford/AstraZeneca,16,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.3060
Anguilla,AIA,2021-02-21,97,4688,Oxford/AstraZeneca,17,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.3125
Anguilla,AIA,2021-02-22,97,4785,Oxford/AstraZeneca,18,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.3190
Anguilla,AIA,2021-02-23,97,4882,Oxford/AstraZeneca,19,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.3254
Anguilla,AIA,2021-02-24,97,4979,Oxford/AstraZeneca,20,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.3319
Anguilla,AIA,2021-02-25,97,5076,Oxford/AstraZeneca,21,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.3384
Anguilla,AIA,2021-02-26,97,5173,Oxford/AstraZeneca,22,AIA,Anguilla,15002,,,,,,,,,,,,,81.88,,0.3448
Argentina,ARG,2020-12-29,700,700,"Sputnik V",1,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0000
Argentina,ARG,2020-12-30,15656,16356,"Sputnik V",2,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0004
Argentina,ARG,2020-12-31,15656,32012,"Sputnik V",3,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0007
Argentina,ARG,2021-01-01,11070,43082,"Sputnik V",4,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0010
Argentina,ARG,2021-01-02,8776,51858,"Sputnik V",5,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0011
Argentina,ARG,2021-01-03,7400,59258,"Sputnik V",6,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0013
Argentina,ARG,2021-01-04,6483,65741,"Sputnik V",7,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0015
Argentina,ARG,2021-01-05,7984,73725,"Sputnik V",8,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0016
Argentina,ARG,2021-01-06,8173,81898,"Sputnik V",9,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0018
Argentina,ARG,2021-01-07,8363,90261,"Sputnik V",10,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0020
Argentina,ARG,2021-01-08,10519,100780,"Sputnik V",11,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0022
Argentina,ARG,2021-01-09,11942,112722,"Sputnik V",12,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0025
Argentina,ARG,2021-01-10,13365,126087,"Sputnik V",13,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0028
Argentina,ARG,2021-01-11,14788,140875,"Sputnik V",14,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0031
Argentina,ARG,2021-01-12,14056,154931,"Sputnik V",15,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0034
Argentina,ARG,2021-01-13,13323,168254,"Sputnik V",16,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0037
Argentina,ARG,2021-01-14,13320,181574,"Sputnik V",17,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0040
Argentina,ARG,2021-01-15,13317,194891,"Sputnik V",18,ARG,Argentina,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,0.0043
